www.census.gov,GeoTrust RSA CA 2018
www.abmc.gov,Thawte EV RSA CA 2018
access-board.gov,DigiCert SHA2 High Assurance Server CA
www.section508.gov,DigiCert TLS RSA SHA256 2020 CA1
*.acf.hhs.gov,Entrust Certification Authority - L1K
acl.gov,Entrust Certification Authority - L1K
adlnet.gov,R3
www.afadvantage.gov,DigiCert SHA2 Secure Server CA
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
ahrq.gov,DigiCert SHA2 Secure Server CA
ahrq.gov,DigiCert SHA2 Secure Server CA
*.ai.gov,Entrust Certification Authority - L1K
airnow.gov,DigiCert SHA2 Extended Validation Server CA
AMBERALERT.GOV,DigiCert TLS RSA SHA256 2020 CA1
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
amtrakoig.gov,GlobalSign GCC R3 DV TLS CA 2020
www.cpsc.gov,GeoTrust RSA CA 2018
www.anstaskforce.gov,Sectigo RSA Domain Validation Secure Server CA
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
arctic.gov,Go Daddy Secure Certificate Authority - G2
www.asap.gov,Entrust Certification Authority - L1K
*.asc.gov,GeoTrust RSA CA 2018
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
*.ATF.GOV,Entrust Certification Authority - L1K
*.ATFONLINE.GOV,Entrust Certification Authority - L1K
www.usagm.gov,R3
www.bep.gov,Entrust Certification Authority - L1K
bfem.gov,Entrust Certification Authority - L1K
biomassboard.gov,Entrust Certification Authority - L1K
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
bja.gov,DigiCert TLS RSA SHA256 2020 CA1
*.blm.gov,DigiCert TLS RSA SHA256 2020 CA1
*.bls.gov,Entrust Certification Authority - L1K
*.bnl.gov,InCommon RSA Server CA
*.bpa.gov,Entrust Certification Authority - L1K
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
www.buildingamerica.gov,Entrust Certification Authority - L1K
business.gov,R3
*.cancer.gov,DigiCert SHA2 Secure Server CA
www.acquisition.gov,DigiCert SHA2 Secure Server CA
www.acquisition.gov,DigiCert SHA2 Secure Server CA
*.cap.gov,Starfield Secure Certificate Authority - G2
www.capitol.gov,Entrust Certification Authority - L1K
www.capnhq.gov,DigiCert TLS RSA SHA256 2020 CA1
www.ccac.gov,Entrust Certification Authority - L1K
www.alzheimers.gov,DigiCert SHA2 Extended Validation Server CA
brainhealth.gov,DigiCert SHA2 Secure Server CA
cerebrosano.gov,DigiCert SHA2 Secure Server CA
www.cfa.gov,DigiCert TLS RSA SHA256 2020 CA1
www.childcare.gov,Entrust Certification Authority - L1K
www.childreninadversity.gov,Amazon
childtaxcredit.gov,R3
www.cjis.gov,Entrust Certification Authority - L1M
*.clinicaltrials.gov,DigiCert TLS RSA SHA256 2020 CA1
cloud.gov,R3
www.cms.gov,GeoTrust RSA CA 2018
cmts.gov,Entrust Certification Authority - L1K
*.devcloud.acquia-sites.com,DigiCert SHA2 High Assurance Server CA
www.collegedrinkingprevention.gov,Entrust Certification Authority - L1K
*.commerce.gov,DigiCert SHA2 Secure Server CA
www.complaintreferralexpress.gov,Entrust Certification Authority - L1K
*.congress.gov,Entrust Certification Authority - L1K
www.ftc.gov,GeoTrust RSA CA 2018
*.consumersentinel.gov,DigiCert TLS RSA SHA256 2020 CA1
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
coralreef.gov,Go Daddy Secure Certificate Authority - G2
whitehouse.gov,GeoTrust RSA CA 2018
www.cpars.gov,Entrust Certification Authority - L1M
www.cpsc.gov,GeoTrust RSA CA 2018
CRIMESOLUTIONS.GOV,DigiCert TLS RSA SHA256 2020 CA1
CRIMEVICTIMS.GOV,DigiCert TLS RSA SHA256 2020 CA1
*.crisisnextdoor.gov,DigiCert SHA2 Secure Server CA
*.bis.doc.gov,Entrust Certification Authority - L1K
*.cwc.gov,Entrust Certification Authority - L1K
mail.opm.gov,GeoTrust RSA CA 2018
cybercrime.gov,Entrust Certification Authority - L1K
www.dea.gov,DigiCert SHA2 Secure Server CA
www.dea.gov,DigiCert SHA2 Secure Server CA
www.deaecom.gov,DigiCert SHA2 Extended Validation Server CA
stats.defense.gov,DigiCert SHA2 Secure Server CA
denali.gov,Go Daddy Secure Certificate Authority - G2
*.dfafacts.gov,Network Solutions OV Server CA 2
www.dhs.gov,GeoTrust RSA CA 2018
digital.gov,R3
www.digitaldashboard.gov,DigiCert SHA2 Secure Server CA
digitalgov.gov,R3
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
www.egrantsreporting.doleta.gov,Entrust Certification Authority - L1K
www.dni.gov,GeoTrust RSA CA 2018
monitor.dnsops.gov,R3
*.doc.gov,DigiCert SHA2 Secure Server CA
donaciondeorganos.gov,DigiCert TLS RSA SHA256 2020 CA1
*.donotcall.gov,DigiCert TLS RSA SHA256 2020 CA1
dra.gov,R3
*.drugabuse.gov,DigiCert TLS RSA SHA256 2020 CA1
dsac.gov,Cloudflare Inc ECC CA-3
earthquake.gov,DigiCert SHA2 High Assurance Server CA
ecfr.gov,Amazon
*.econsumer.gov,DigiCert TLS RSA SHA256 2020 CA1
www.ed.gov,Sectigo RSA Domain Validation Secure Server CA
*.eda.gov,DigiCert TLS RSA SHA256 2020 CA1
*.eeoc.gov,Entrust Certification Authority - L1K
eftps.gov,Entrust Certification Authority - L1M
www.eia.gov,Entrust Certification Authority - L1K
elderjustice.gov,Entrust Certification Authority - L1K
emergency-federal-register.gov,Entrust Certification Authority - L1K
www.employeeexpress.gov,GeoTrust RSA CA 2018
*.energy.gov,Entrust Certification Authority - L1K
www.energycodes.gov,InCommon RSA Server CA
*.energystar.gov,Go Daddy Secure Certificate Authority - G2
whitehouse.gov,GeoTrust RSA CA 2018
www.esc.gov,Thawte TLS RSA CA G1
vpngw.eseclab.gov,DigiCert SHA2 Secure Server CA
www.esrs.gov,Entrust Certification Authority - L1M
evergladesrestoration.gov,R3
prod.platform.usda.gov,Entrust Certification Authority - L1K
prod.platform.usda.gov,Entrust Certification Authority - L1K
www.export.gov,DigiCert SHA2 Secure Server CA
www.eyenote.gov,Entrust Certification Authority - L1K
www.faasafety.gov,DigiCert TLS RSA SHA256 2020 CA1
www.fai.gov,Entrust Certification Authority - L1K
*.famep.gov,DigiCert TLS RSA SHA256 2020 CA1
*.fan.gov,DigiCert TLS RSA SHA256 2020 CA1
www.fapiis.gov,Entrust Certification Authority - L1M
fara.gov,Entrust Certification Authority - L1K
tls.automattic.com,R3
www.fbiic.gov,DigiCert Global G2 TLS RSA SHA256 2020 CA1
www.fca.gov,Entrust Certification Authority - L1K
www.fcsic.gov,Entrust Certification Authority - L1K
www.fdic.gov,DigiCert EV RSA CA G2
www.fdicoig.gov,DigiCert EV RSA CA G2
www.fdicoig.gov,DigiCert EV RSA CA G2
www.fdlp.gov,DigiCert SHA2 Extended Validation Server CA
*.fdms.gov,DigiCert TLS RSA SHA256 2020 CA1
uis.uat.usajobs.gov,GeoTrust RSA CA 2018
federalregister.gov,Amazon
*.federalreserve.gov,DigiCert SHA2 Secure Server CA
www.federalreserveconsumerhelp.gov,Entrust Certification Authority - L1K
www.fbf.gov,DigiCert SHA2 Secure Server CA
*.fedidcard.gov,DigiCert TLS RSA SHA256 2020 CA1
mail.opm.gov,GeoTrust RSA CA 2018
feedthefuture.gov,R3
www.opm.gov,GeoTrust RSA CA 2018
www.opm.gov,GeoTrust RSA CA 2018
fehrm.gov,Amazon
www.ferc.gov,DigiCert SHA2 Secure Server CA
*.ffiec.gov,DigiCert SHA2 Secure Server CA
www.fgdc.gov,DigiCert TLS RSA SHA256 2020 CA1
www.fhfaoig.gov,DigiCert SHA2 Secure Server CA
findtreatment.gov,R3
firstfreedom.gov,Entrust Certification Authority - L1K
*.firstnet.gov,DigiCert TLS RSA SHA256 2020 CA1
firstrespondertraining.gov,Entrust Certification Authority - L1K
*.fjc.gov,DigiCert TLS RSA SHA256 2020 CA1
flightschoolcandidates.gov,Entrust Certification Authority - L1M
flyhealthy.gov,DigiCert TLS RSA SHA256 2020 CA1
fmcs.gov,Sectigo RSA Organization Validation Secure Server CA
www.fmi.gov,DigiCert TLS RSA SHA256 2020 CA1
www.fmshrc.gov,Go Daddy Secure Certificate Authority - G2
*.fnal.gov,DigiCert TLS RSA SHA256 2020 CA1
foia.gov,Entrust Certification Authority - L1K
foreignassistance.gov,DigiCert TLS RSA SHA256 2020 CA1
www.forestsandrangelands.gov,Entrust Certification Authority - L1K
*.forfeiture.gov,Entrust Certification Authority - L1K
www.fpds.gov,Entrust Certification Authority - L1M
fraho.gov,Amazon
www.frtib.gov,DigiCert TLS RSA SHA256 2020 CA1
www.frtr.gov,Sectigo RSA Domain Validation Secure Server CA
*.ftccomplaintassistant.gov,DigiCert TLS RSA SHA256 2020 CA1
www.fvap.gov,R3
*.fws.gov,GlobalSign GCC R3 DV TLS CA 2020
www.g5.gov,Sectigo RSA Domain Validation Secure Server CA
*.gao.gov,Sectigo RSA Domain Validation Secure Server CA
www.gcmrc.gov,DigiCert TLS RSA SHA256 2020 CA1
*.genome.gov,Go Daddy Secure Certificate Authority - G2
www.geomac.gov,DigiCert SHA2 High Assurance Server CA
www.godirect.gov,Entrust Certification Authority - L1K
www.godirect.gov,Entrust Certification Authority - L1K
drupal-cms.goesr.woc.noaa.gov,R3
goldwaterscholarship.gov,Go Daddy Secure Certificate Authority - G2
uis.uat.usajobs.gov,GeoTrust RSA CA 2018
uis.uat.usajobs.gov,GeoTrust RSA CA 2018
benefits.gov,R3
benefits.gov,R3
www.gpo.gov,DigiCert SHA2 Extended Validation Server CA
gps.gov,R3
fishwatch.gov,R3
climate.gov,R3
*.grantsolutions.gov,Entrust Certification Authority - L1K
www.gsaadvantage.gov,DigiCert TLS RSA SHA256 2020 CA1
gsafleet.gov,Amazon
*.gsaig.gov,DigiCert TLS RSA SHA256 2020 CA1
gsaxcess.gov,DigiCert TLS RSA SHA256 2020 CA1
guideline.gov,DigiCert TLS RSA SHA256 2020 CA1
guideline.gov,DigiCert TLS RSA SHA256 2020 CA1
www.hanford.gov,GeoTrust RSA CA 2018
health.gov,Entrust Certification Authority - L1K
www.healthcare.gov,GeoTrust RSA CA 2018
www.healthcare.gov,GeoTrust RSA CA 2018
*.healthit.gov,Go Daddy Secure Certificate Authority - G2
healthypeople.gov,Entrust Certification Authority - L1K
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
*.hiv.gov,DigiCert TLS RSA SHA256 2020 CA1
*.hiv.gov,DigiCert TLS RSA SHA256 2020 CA1
www.dhs.gov,GeoTrust RSA CA 2018
www.house.gov,DigiCert TLS RSA SHA256 2020 CA1
*.house.gov,DigiCert TLS RSA SHA256 2020 CA1
hrsa.gov,Entrust Certification Authority - L1K
www.hud.gov,GeoTrust RSA CA 2018
www.hudhomestore.gov,GeoTrust RSA CA 2018
*.huduser.gov,Go Daddy Secure Certificate Authority - G2
www.iad.gov,DOD SW CA-54
iaf.gov,R3
iarpa-ideas.gov,DigiCert SHA2 Secure Server CA
iawg.gov,Entrust Certification Authority - L1K
www.usagm.gov,R3
*.ic3.gov,DigiCert SHA2 Secure Server CA
www3.dhs.gov,DigiCert SHA2 Secure Server CA
www3.dhs.gov,DigiCert SHA2 Secure Server CA
www3.dhs.gov,DigiCert SHA2 Secure Server CA
www3.dhs.gov,DigiCert SHA2 Secure Server CA
www3.dhs.gov,DigiCert SHA2 Secure Server CA
www.dni.gov,GeoTrust RSA CA 2018
www.dni.gov,GeoTrust RSA CA 2018
www.edison.gov,Entrust Certification Authority - L1K
www.iedison.gov,Entrust Certification Authority - L1K
www.ignet.gov,Entrust Certification Authority - L1K
doioig.gov,DigiCert TLS RSA SHA256 2020 CA1
www.ihs.gov,Entrust Certification Authority - L1K
imls.gov,Amazon
*.inl.gov,Entrust Certification Authority - L1K
innovation.gov,R3
www.dni.gov,GeoTrust RSA CA 2018
interpol.gov,Entrust Certification Authority - L1K
*.doi.gov,DigiCert Global CA G2
www.alaskacenters.gov,Go Daddy Secure Certificate Authority - G2
www.invasivespecies.gov,DigiCert SHA2 Secure Server CA
*.bia.gov,SSL.com RSA SSL subCA
*.bsee.gov,DigiCert TLS RSA SHA256 2020 CA1
*.boem.gov,DigiCert TLS RSA SHA256 2020 CA1
*.doi.gov,DigiCert Global CA G2
*.indianaffairs.gov,SSL.com RSA SSL subCA
www.sec.gov,DigiCert ECC Extended Validation Server CA
www.newyorkfed.org,Entrust Certification Authority - L1K
iprcenter.gov,Cloudflare Inc ECC CA-3
irs.gov,Entrust Certification Authority - L1K
irssales.gov,Entrust Certification Authority - L1K
irsvideos.gov,Entrust Certification Authority - L1K
www.dni.gov,GeoTrust RSA CA 2018
www.isotopes.gov,InCommon RSA Server CA
itdashboard.gov,R3
www.its.gov,Entrust Certification Authority - L1K
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
www.jamesmadison.gov,R3
*.jct.gov,DigiCert TLS RSA SHA256 2020 CA1
www.lacoast.gov,DigiCert TLS RSA SHA256 2020 CA1
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
*.jobcorps.gov,DigiCert TLS RSA SHA256 2020 CA1
www4.dhs.gov,DigiCert SHA2 Secure Server CA
www4.dhs.gov,DigiCert SHA2 Secure Server CA
jusfc.gov,Starfield Secure Certificate Authority - G2
justice.gov,Entrust Certification Authority - L1K
www.dea.gov,DigiCert SHA2 Secure Server CA
JUVENILECOUNCIL.GOV,DigiCert SHA2 Secure Server CA
jwod.gov,Entrust Certification Authority - L1K
jwod.gov,Entrust Certification Authority - L1K
landimaging.gov,DigiCert TLS RSA SHA256 2020 CA1
*.lanl.gov,Entrust Certification Authority - L1K
lbl.gov,InCommon RSA Server CA
*.lcacommons.gov,DigiCert TLS RSA SHA256 2020 CA1
www.learnatf.gov,Go Daddy Secure Certificate Authority - G2
www.learnDOJ.gov,Entrust Certification Authority - L1K
ada.gov,Entrust Certification Authority - L1K
login.gov,R3
www.macpac.gov,R3
coast.noaa.gov,R3
max.gov,R3
max.gov,R3
max.gov,R3
*.mbda.gov,DigiCert TLS RSA SHA256 2020 CA1
mcc.gov,DigiCert SHA2 Secure Server CA
MEDALOFVALOR.GOV,DigiCert TLS RSA SHA256 2020 CA1
www.medicalcountermeasures.gov,Entrust Certification Authority - L1K
www.medicare.gov,GeoTrust RSA CA 2018
www.medicare.gov,GeoTrust RSA CA 2018
mesh.gov,Entrust Certification Authority - L1K
locatorplus.gov,Entrust Certification Authority - L1K
mgi.gov,DigiCert TLS RSA SHA256 2020 CA1
mimm.gov,R3
mmc.gov,Starfield Secure Certificate Authority - G2
*.mojavedata.gov,AlphaSSL CA - SHA256 - G2
www.moneyfactory.gov,Entrust Certification Authority - L1K
www.mrlc.gov,DigiCert TLS RSA SHA256 2020 CA1
landfire.gov,DigiCert TLS RSA SHA256 2020 CA1
www.fincen.gov,Entrust Certification Authority - L1K
*.mspb.gov,DigiCert TLS RSA SHA256 2020 CA1
www.mtbs.gov,DigiCert TLS RSA SHA256 2020 CA1
www.census.gov,GeoTrust RSA CA 2018
www.mycreditunion.gov,DigiCert TLS RSA SHA256 2020 CA1
www.medicare.gov,GeoTrust RSA CA 2018
myra.gov,Entrust Certification Authority - L1K
www.nafri.gov,Entrust Certification Authority - L1K
nagb.gov,R3
NAMUS.GOV,DigiCert TLS RSA SHA256 2020 CA1
www.nano.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
www.helpwithmybank.gov,Entrust Certification Authority - L1K
banknet.gov,Entrust Certification Authority - L1K
banknet.gov,Entrust Certification Authority - L1K
banknet.gov,Entrust Certification Authority - L1K
nationalgangcenter.gov,Go Daddy Secure Certificate Authority - G2
nationalhousing.gov,GeoTrust RSA CA 2018
nationalhousinglocator.gov,GeoTrust RSA CA 2018
nationalresourcedirectory.gov,DigiCert TLS RSA SHA256 2020 CA1
ed.gov,Sectigo RSA Domain Validation Secure Server CA
ed.gov,Sectigo RSA Domain Validation Secure Server CA
ed.gov,Sectigo RSA Domain Validation Secure Server CA
sni.cloudflaressl.com,Cloudflare Inc ECC CA-3
eaglecash.gov,Entrust Certification Authority - L1K
www.nbrc.gov,R3
www.olcf.ornl.gov,DigiCert TLS RSA SHA256 2020 CA1
www.ncd.gov,GeoTrust RSA CA 2018
*.ncifcrf.gov,DigiCert TLS RSA SHA256 2020 CA1
NCJRS.GOV,DigiCert TLS RSA SHA256 2020 CA1
www.dni.gov,GeoTrust RSA CA 2018
www.ncua.gov,DigiCert TLS RSA SHA256 2020 CA1
nea.gov,Go Daddy Secure Certificate Authority - G2
arts.gov,Go Daddy Secure Certificate Authority - G2
neh.gov,Entrust Certification Authority - L1K
nehrp.gov,DigiCert TLS RSA SHA256 2020 CA1
www.nemi.gov,DigiCert TLS RSA SHA256 2020 CA1
nepa.gov,Entrust Certification Authority - L1K
nersc.gov,InCommon RSA Server CA
neup.gov,Entrust Certification Authority - L1K
*.nfpors.gov,DigiCert TLS RSA SHA256 2020 CA1
nhl.gov,GeoTrust RSA CA 2018
domains.dotgov.gov,DigiCert EV RSA CA G2
domains.dotgov.gov,DigiCert EV RSA CA G2
*.nicic.gov,DigiCert TLS RSA SHA256 2020 CA1
www.blm.gov,DigiCert TLS RSA SHA256 2020 CA1
www.nigc.gov,DigiCert TLS RSA SHA256 2020 CA1
www.nih.gov,Go Daddy Secure Certificate Authority - G2
*.nitrd.gov,Entrust Certification Authority - L1K
nlm.gov,Entrust Certification Authority - L1K
nlrb.gov,DigiCert TLS RSA SHA256 2020 CA1
nls.gov,GeoTrust RSA CA 2018
nmb.gov,DigiCert SHA2 Extended Validation Server CA
nmvtis.gov,DigiCert TLS RSA SHA256 2020 CA1
nnlm.gov,Amazon
www.nnss.gov,Entrust Certification Authority - L1K
noaa.gov,R3
icams-portal.gov,R3
*.nrd.gov,DigiCert TLS RSA SHA256 2020 CA1
*.nrel.gov,DigiCert SHA2 High Assurance Server CA
www.defense.gov,R3
nscai.gov,R3
nsep.gov,Sectigo RSA Domain Validation Secure Server CA
www.nsf.gov,DigiCert SHA2 Extended Validation Server CA
*.nsopw.gov,Go Daddy Secure Certificate Authority - G2
*.ntia.gov,DigiCert SHA2 High Assurance Server CA
ntsb.gov,R3
*.invasivespeciesinfo.gov,DigiCert TLS RSA SHA256 2020 CA1
*.itap.gov,DigiCert TLS RSA SHA256 2020 CA1
*.nutrition.gov,DigiCert TLS RSA SHA256 2020 CA1
nwbc.gov,R3
www.compliance.gov,R3
www.compliance.gov,R3
ofr.gov,DigiCert SHA2 Extended Validation Server CA
www.oge.gov,Sectigo RSA Domain Validation Secure Server CA
OJJDP.GOV,DigiCert TLS RSA SHA256 2020 CA1
ojp.gov,DigiCert TLS RSA SHA256 2020 CA1
oldcc.gov,DigiCert TLS RSA SHA256 2020 CA1
oldcc.gov,DigiCert TLS RSA SHA256 2020 CA1
whitehouse.gov,GeoTrust RSA CA 2018
whitehouse.gov,GeoTrust RSA CA 2018
*.onrr.gov,DigiCert TLS RSA SHA256 2020 CA1
*.opic.gov,DigiCert SHA2 High Assurance Server CA
opportunityzones.gov,GeoTrust RSA CA 2018
*.orau.gov,DigiCert SHA2 High Assurance Server CA
*.osc.gov,DigiCert TLS RSA SHA256 2020 CA1
portal.osdls.gov,Amazon
*.osmre.gov,DigiCert SHA2 Secure Server CA
*.osti.gov,Sectigo RSA Domain Validation Secure Server CA
OCC.GOV,Entrust Certification Authority - L1K
